Symbol,Price~,"Exp Date",DTE,"Leg1 Strike",Type,Ask1,"Leg2 Strike",Type,Bid2,BE,BE%,"Max Profit","Max Loss","Max Profit%",Risk/Reward,"IV Rank","Profit Prob"
NVDA,173.88,2026-01-16,140,169.00,Call,20.55,180.00,Call,14.9,174.65,0.44%,5.35,5.65,+94.69%,"1.06 to 1",6.42%,49.3%
NVDA,173.88,2026-01-16,140,171.00,Call,19.45,178.00,Call,15.8,174.65,0.44%,3.35,3.65,+91.78%,"1.09 to 1",6.42%,49.3%
NVDA,173.88,2026-01-16,140,173.00,Call,18.4,176.00,Call,16.75,174.65,0.44%,1.35,1.65,+81.82%,"1.22 to 1",6.42%,49.3%
NVDA,173.88,2025-12-19,112,173.00,Call,16.5,176.00,Call,14.9,174.6,0.41%,1.4,1.6,+87.50%,"1.14 to 1",6.42%,49.2%
NIO,6.32,2025-11-21,84,6.00,Call,1.16,7.00,Call,0.79,6.37,0.79%,0.63,0.37,+170.27%,"0.59 to 1",73.29%,49.2%
NVDA,173.88,2026-01-16,140,170.00,Call,20.05,179.00,Call,15.35,174.7,0.47%,4.3,4.7,+91.49%,"1.09 to 1",6.42%,49.2%
BMNR,44.15,2026-01-16,140,40.00,Call,14.2,55.00,Call,9.4,44.8,1.47%,10.2,4.8,+212.50%,"0.47 to 1",0.00%,49.2%
NVDA,173.88,2025-12-19,112,172.00,Call,17.05,177.00,Call,14.4,174.65,0.44%,2.35,2.65,+88.68%,"1.13 to 1",6.42%,49.2%
PLTR,156.26,2025-11-21,84,150.00,Call,21.25,165.00,Call,14.1,157.15,0.57%,7.85,7.15,+109.79%,"0.91 to 1",14.30%,49.2%
IREN,26.98,2026-01-16,140,25.00,Call,7.05,31.00,Call,4.75,27.3,1.19%,3.7,2.3,+160.87%,"0.62 to 1",28.34%,49.2%
BE,53.21,2026-01-16,140,50.00,Call,12.9,60.00,Call,9.1,53.8,1.11%,6.2,3.8,+163.16%,"0.61 to 1",71.84%,49.2%
HL,8.45,2025-12-19,112,8.00,Call,1.25,9.00,Call,0.75,8.5,0.59%,0.5,0.5,+100.00%,"1.00 to 1",10.19%,49.2%
BAC,50.84,2025-11-21,84,49.00,Call,3.7,52.50,Call,1.73,50.97,0.26%,1.53,1.97,+77.67%,"1.29 to 1",6.56%,49.2%
SOFI,25.5,2025-11-21,84,23.00,Call,4.65,29.00,Call,1.98,25.67,0.67%,3.33,2.67,+124.72%,"0.80 to 1",18.31%,49.1%
NVDA,173.88,2025-12-19,112,168.00,Call,19.25,181.00,Call,12.55,174.7,0.47%,6.3,6.7,+94.03%,"1.06 to 1",6.42%,49.1%
GOOG,212.4,2026-01-16,140,200.00,Call,24.6,225.00,Call,11.35,213.25,0.40%,11.75,13.25,+88.68%,"1.13 to 1",23.15%,49.1%
PLTR,156.26,2026-01-16,140,155.00,Call,23,160.00,Call,20.55,157.45,0.76%,2.55,2.45,+104.08%,"0.96 to 1",14.30%,49.1%
SOUN,12.95,2026-01-16,140,12.00,Call,2.93,15.00,Call,1.84,13.09,1.08%,1.91,1.09,+175.23%,"0.57 to 1",14.06%,49.1%
BABA,136.4,2026-01-16,140,130.00,Call,17.5,145.00,Call,10.35,137.15,0.55%,7.85,7.15,+109.79%,"0.91 to 1",24.24%,49.1%
NVDA,173.88,2025-12-19,112,169.00,Call,18.75,180.00,Call,13,174.75,0.50%,5.25,5.75,+91.30%,"1.10 to 1",6.42%,49.1%
NKE,77.35,2025-11-21,84,75.00,Call,6.75,80.00,Call,4.1,77.65,0.39%,2.35,2.65,+88.68%,"1.13 to 1",28.38%,49.1%
RIVN,13.4,2025-11-21,84,13.00,Call,1.72,14.00,Call,1.23,13.49,0.67%,0.51,0.49,+104.08%,"0.96 to 1",5.06%,49.0%
NVDA,173.88,2025-12-19,112,160.00,Call,24.25,189.00,Call,9.4,174.85,0.56%,14.15,14.85,+95.29%,"1.05 to 1",6.42%,49.0%
AMD,162.96,2026-01-16,140,150.00,Call,26.15,180.00,Call,12.05,164.1,0.70%,15.9,14.1,+112.77%,"0.89 to 1",11.77%,49.0%
GOOGL,211.67,2026-01-16,140,210.00,Call,18.15,215.00,Call,15.45,212.7,0.49%,2.3,2.7,+85.19%,"1.17 to 1",24.06%,49.0%
TSLA,334.18,2025-11-21,84,325.00,Call,39.1,350.00,Call,27.65,336.45,0.68%,13.55,11.45,+118.34%,"0.85 to 1",1.88%,48.9%
TSLA,334.18,2025-12-19,112,330.00,Call,41.75,345.00,Call,34.9,336.85,0.80%,8.15,6.85,+118.98%,"0.84 to 1",1.88%,48.9%
AFRM,88.57,2026-01-16,140,85.00,Call,15.1,95.00,Call,10.6,89.5,1.05%,5.5,4.5,+122.22%,"0.82 to 1",7.79%,48.9%
PLTR,156.26,2025-11-21,84,155.00,Call,18.65,160.00,Call,16.15,157.5,0.79%,2.5,2.5,+100.00%,"1.00 to 1",14.30%,48.9%
BIDU,95.95,2026-01-16,140,90.00,Call,13.05,105.00,Call,6.45,96.6,0.68%,8.4,6.6,+127.27%,"0.79 to 1",22.85%,48.9%
NVDA,173.88,2026-01-16,140,169.00,Call,20.55,181.00,Call,14.45,175.1,0.70%,5.9,6.1,+96.72%,"1.03 to 1",6.42%,48.8%
NVDA,173.88,2026-01-16,140,171.00,Call,19.45,179.00,Call,15.35,175.1,0.70%,3.9,4.1,+95.12%,"1.05 to 1",6.42%,48.8%
NVDA,173.88,2026-01-16,140,173.00,Call,18.4,177.00,Call,16.3,175.1,0.70%,1.9,2.1,+90.48%,"1.11 to 1",6.42%,48.8%
MU,118.86,2025-12-19,112,115.00,Call,15.25,125.00,Call,10.45,119.8,0.79%,5.2,4.8,+108.33%,"0.92 to 1",34.35%,48.8%
BA,237.16,2025-11-21,84,225.00,Call,21.95,250.00,Call,8.75,238.2,0.44%,11.8,13.2,+89.39%,"1.12 to 1",3.19%,48.8%
NVDA,173.88,2026-01-16,140,160.00,Call,26,190.00,Call,10.85,175.15,0.73%,14.85,15.15,+98.02%,"1.02 to 1",6.42%,48.8%
NVDA,173.88,2026-01-16,140,165.00,Call,22.9,185.00,Call,12.75,175.15,0.73%,9.85,10.15,+97.04%,"1.03 to 1",6.42%,48.8%
NVDA,173.88,2026-01-16,140,170.00,Call,20.05,180.00,Call,14.9,175.15,0.73%,4.85,5.15,+94.17%,"1.06 to 1",6.42%,48.8%
TSLA,334.18,2026-01-16,140,320.00,Call,51.8,360.00,Call,34.3,337.5,0.99%,22.5,17.5,+128.57%,"0.78 to 1",1.88%,48.8%
OPEN,4.39,2026-01-16,140,4.00,Call,1.82,6.00,Call,1.29,4.53,3.19%,1.47,0.53,+277.36%,"0.36 to 1",19.76%,48.7%
AAPL,232.5,2026-01-16,140,225.00,Call,19.95,240.00,Call,11.35,233.6,0.47%,6.4,8.6,+74.42%,"1.34 to 1",14.55%,48.7%
NVDA,173.88,2025-12-19,112,168.00,Call,19.25,182.00,Call,12.15,175.1,0.70%,6.9,7.1,+97.18%,"1.03 to 1",6.42%,48.7%
NVDA,173.88,2025-12-19,112,173.00,Call,16.5,177.00,Call,14.4,175.1,0.70%,1.9,2.1,+90.48%,"1.11 to 1",6.42%,48.7%
GOOGL,211.67,2025-11-21,84,210.00,Call,14.65,215.00,Call,11.95,212.7,0.49%,2.3,2.7,+85.19%,"1.17 to 1",24.06%,48.7%
TSLA,334.18,2025-11-21,84,330.00,Call,36.55,345.00,Call,29.65,336.9,0.81%,8.1,6.9,+117.39%,"0.85 to 1",1.88%,48.7%
BABA,136.4,2025-12-19,112,135.00,Call,13.4,140.00,Call,11,137.4,0.73%,2.6,2.4,+108.33%,"0.92 to 1",24.24%,48.7%
NVDA,173.88,2025-12-19,112,165.00,Call,21.05,185.00,Call,10.9,175.15,0.73%,9.85,10.15,+97.04%,"1.03 to 1",6.42%,48.7%
NVDA,173.88,2025-12-19,112,170.00,Call,18.15,180.00,Call,13,175.15,0.73%,4.85,5.15,+94.17%,"1.06 to 1",6.42%,48.7%
BE,53.21,2025-11-21,84,50.00,Call,11,60.00,Call,7,54,1.48%,6,4,+150.00%,"0.67 to 1",71.84%,48.7%
AFRM,88.57,2025-11-21,84,85.00,Call,12.75,95.00,Call,8.25,89.5,1.05%,5.5,4.5,+122.22%,"0.82 to 1",7.79%,48.7%
NVDA,173.88,2025-12-19,112,160.00,Call,24.25,190.00,Call,9.05,175.2,0.76%,14.8,15.2,+97.37%,"1.03 to 1",6.42%,48.6%
NVDA,173.88,2025-12-19,112,169.00,Call,18.75,181.00,Call,12.55,175.2,0.76%,5.8,6.2,+93.55%,"1.07 to 1",6.42%,48.6%
AEO,13.02,2026-01-16,140,12.00,Call,2.45,15.00,Call,1.25,13.2,1.38%,1.8,1.2,+150.00%,"0.67 to 1",39.79%,48.6%
INTC,24.44,2026-01-16,140,23.00,Call,3.7,27.00,Call,2,24.7,1.06%,2.3,1.7,+135.29%,"0.74 to 1",7.21%,48.5%
BABA,136.4,2025-11-21,84,135.00,Call,11.8,140.00,Call,9.4,137.4,0.73%,2.6,2.4,+108.33%,"0.92 to 1",24.24%,48.5%
BABA,136.4,2026-01-16,140,135.00,Call,14.8,140.00,Call,12.15,137.65,0.92%,2.35,2.65,+88.68%,"1.13 to 1",24.24%,48.5%
NVDA,173.88,2025-11-21,84,160.00,Call,22.3,190.00,Call,7.15,175.15,0.73%,14.85,15.15,+98.02%,"1.02 to 1",6.42%,48.5%
NVDA,173.88,2025-11-21,84,165.00,Call,19.05,185.00,Call,8.9,175.15,0.73%,9.85,10.15,+97.04%,"1.03 to 1",6.42%,48.5%
SOFI,25.5,2026-01-16,140,23.00,Call,5.4,30.00,Call,2.52,25.88,1.49%,4.12,2.88,+143.06%,"0.70 to 1",18.31%,48.5%
HOOD,103.11,2026-01-16,140,100.00,Call,18.25,110.00,Call,13.6,104.65,1.49%,5.35,4.65,+115.05%,"0.87 to 1",19.01%,48.5%
TIGR,12.57,2026-01-16,140,12.00,Call,2.45,14.00,Call,1.67,12.78,1.67%,1.22,0.78,+156.41%,"0.64 to 1",17.39%,48.5%
APLD,15.9,2026-01-16,140,15.00,Call,4.05,18.00,Call,2.79,16.26,2.26%,1.74,1.26,+138.10%,"0.72 to 1",2.83%,48.4%
RGTI,16.28,2026-01-16,140,15.00,Call,4.05,20.00,Call,2.42,16.63,2.15%,3.37,1.63,+206.75%,"0.48 to 1",11.85%,48.4%
NVDA,173.88,2025-11-21,84,170.00,Call,16.1,180.00,Call,10.9,175.2,0.76%,4.8,5.2,+92.31%,"1.08 to 1",6.42%,48.4%
NVDA,173.88,2026-01-16,140,165.00,Call,22.9,186.00,Call,12.35,175.55,0.96%,10.45,10.55,+99.05%,"1.01 to 1",6.42%,48.4%
NVDA,173.88,2026-01-16,140,169.00,Call,20.55,182.00,Call,14,175.55,0.96%,6.45,6.55,+98.47%,"1.02 to 1",6.42%,48.4%
NVDA,173.88,2026-01-16,140,171.00,Call,19.45,180.00,Call,14.9,175.55,0.96%,4.45,4.55,+97.80%,"1.02 to 1",6.42%,48.4%
OPEN,4.39,2025-11-21,84,4.00,Call,1.54,6.00,Call,1,4.54,3.42%,1.46,0.54,+270.37%,"0.37 to 1",19.76%,48.4%
NVDA,173.88,2026-01-16,140,170.00,Call,20.05,181.00,Call,14.45,175.6,0.99%,5.4,5.6,+96.43%,"1.04 to 1",6.42%,48.4%
NVDA,173.88,2026-01-16,140,173.00,Call,18.4,178.00,Call,15.8,175.6,0.99%,2.4,2.6,+92.31%,"1.08 to 1",6.42%,48.4%
AMD,162.96,2026-01-16,140,160.00,Call,20.55,170.00,Call,15.75,164.8,1.13%,5.2,4.8,+108.33%,"0.92 to 1",11.77%,48.4%
TSLA,334.18,2026-01-16,140,330.00,Call,46.85,350.00,Call,38,338.85,1.40%,11.15,8.85,+125.99%,"0.79 to 1",1.88%,48.3%
NVDA,173.88,2025-12-19,112,162.00,Call,22.95,189.00,Call,9.4,175.55,0.96%,13.45,13.55,+99.26%,"1.01 to 1",6.42%,48.3%
BRK.B,505.58,2026-01-16,140,490.00,Call,35.45,520.00,Call,17.5,507.95,0.47%,12.05,17.95,+67.13%,"1.49 to 1",4.94%,48.2%
HOOD,103.11,2025-11-21,84,100.00,Call,14.75,110.00,Call,10.2,104.55,1.40%,5.45,4.55,+119.78%,"0.83 to 1",19.01%,48.2%
OSCR,16.61,2026-01-16,140,15.00,Call,4.3,20.00,Call,2.3,17,2.35%,3,2,+150.00%,"0.67 to 1",22.36%,48.2%
NVDA,173.88,2025-12-19,112,166.00,Call,20.5,185.00,Call,10.9,175.6,0.99%,9.4,9.6,+97.92%,"1.02 to 1",6.42%,48.2%
NVDA,173.88,2025-12-19,112,169.00,Call,18.75,182.00,Call,12.15,175.6,0.99%,6.4,6.6,+96.97%,"1.03 to 1",6.42%,48.2%
NVDA,173.88,2025-12-19,112,170.00,Call,18.15,181.00,Call,12.55,175.6,0.99%,5.4,5.6,+96.43%,"1.04 to 1",6.42%,48.2%
SOFI,25.5,2026-01-16,140,25.00,Call,4.4,27.00,Call,3.45,25.95,1.76%,1.05,0.95,+110.53%,"0.90 to 1",18.31%,48.2%
AMD,162.96,2025-12-19,112,160.00,Call,18.7,170.00,Call,13.9,164.8,1.13%,5.2,4.8,+108.33%,"0.92 to 1",11.77%,48.2%
RIOT,13.85,2025-12-19,112,13.00,Call,2.68,16.00,Call,1.56,14.12,1.95%,1.88,1.12,+167.86%,"0.60 to 1",7.85%,48.1%
GAP,22.1,2025-12-19,112,20.00,Call,3.5,25.00,Call,1.13,22.37,1.22%,2.63,2.37,+110.97%,"0.90 to 1",5.94%,48.1%
TSLA,334.18,2025-11-21,84,325.00,Call,39.1,355.00,Call,25.8,338.3,1.23%,16.7,13.3,+125.56%,"0.80 to 1",1.88%,48.0%
TSLA,334.18,2025-12-19,112,330.00,Call,41.75,350.00,Call,32.85,338.9,1.41%,11.1,8.9,+124.72%,"0.80 to 1",1.88%,48.0%
AMD,162.96,2025-11-21,84,160.00,Call,16.65,170.00,Call,11.9,164.75,1.10%,5.25,4.75,+110.53%,"0.90 to 1",11.77%,48.0%
NVDA,173.88,2026-01-16,140,169.00,Call,20.55,183.00,Call,13.55,176,1.22%,7,7,+100.00%,"1.00 to 1",6.42%,48.0%
NVDA,173.88,2026-01-16,140,171.00,Call,19.45,181.00,Call,14.45,176,1.22%,5,5,+100.00%,"1.00 to 1",6.42%,48.0%
IREN,26.98,2025-11-21,84,25.00,Call,5.7,32.00,Call,3.1,27.6,2.30%,4.4,2.6,+169.23%,"0.59 to 1",28.34%,48.0%
IREN,26.98,2025-11-21,84,26.00,Call,5.25,30.00,Call,3.65,27.6,2.30%,2.4,1.6,+150.00%,"0.67 to 1",28.34%,48.0%
RIVN,13.4,2025-12-19,112,12.50,Call,2.19,15.00,Call,1.08,13.61,1.57%,1.39,1.11,+125.23%,"0.80 to 1",5.06%,48.0%
NVDA,173.88,2026-01-16,140,170.00,Call,20.05,182.00,Call,14,176.05,1.25%,5.95,6.05,+98.35%,"1.02 to 1",6.42%,48.0%
NVDA,173.88,2026-01-16,140,173.00,Call,18.4,179.00,Call,15.35,176.05,1.25%,2.95,3.05,+96.72%,"1.03 to 1",6.42%,48.0%
AMZN,228.52,2025-12-19,112,225.00,Call,17.9,235.00,Call,12.5,230.4,0.82%,4.6,5.4,+85.19%,"1.17 to 1",1.48%,47.9%
PLTR,156.26,2026-01-16,140,150.00,Call,25.55,170.00,Call,16.45,159.1,1.82%,10.9,9.1,+119.78%,"0.83 to 1",14.30%,47.9%
SOFI,25.5,2025-11-21,84,25.00,Call,3.55,27.00,Call,2.63,25.92,1.65%,1.08,0.92,+117.39%,"0.85 to 1",18.31%,47.9%
NVDA,173.88,2025-12-19,112,162.00,Call,22.95,190.00,Call,9.05,175.9,1.16%,14.1,13.9,+101.44%,"0.99 to 1",6.42%,47.9%
INTC,24.44,2025-11-21,84,23.00,Call,3.15,27.00,Call,1.41,24.74,1.23%,2.26,1.74,+129.89%,"0.77 to 1",7.21%,47.9%
AAPL,232.5,2025-11-21,84,220.00,Call,19.85,245.00,Call,5.9,233.95,0.62%,11.05,13.95,+79.21%,"1.26 to 1",14.55%,47.9%
CELH,62.24,2026-01-16,140,61.67,Call,8.2,65.00,Call,6.6,63.27,1.65%,1.73,1.6,+108.13%,"0.92 to 1",10.06%,47.9%
B,26.69,2025-12-19,112,26.00,Call,2.37,28.00,Call,1.42,26.95,0.97%,1.05,0.95,+110.53%,"0.90 to 1",60.60%,47.9%
META,738.97,2025-12-19,112,690.00,Call,84.9,800.00,Call,28.9,746,0.95%,54,56,+96.43%,"1.04 to 1",2.71%,47.8%
SOFI,25.5,2025-11-21,84,23.00,Call,4.65,30.00,Call,1.71,25.94,1.73%,4.06,2.94,+138.10%,"0.72 to 1",18.31%,47.8%
NVDA,173.88,2025-12-19,112,170.00,Call,18.15,182.00,Call,12.15,176,1.22%,6,6,+100.00%,"1.00 to 1",6.42%,47.8%
TSLA,334.18,2025-11-21,84,330.00,Call,36.55,350.00,Call,27.65,338.9,1.41%,11.1,8.9,+124.72%,"0.80 to 1",1.88%,47.7%
FUBO,3.59,2026-01-16,140,3.50,Call,0.74,4.00,Call,0.55,3.69,2.79%,0.31,0.19,+163.16%,"0.61 to 1",6.56%,47.7%
NVDA,173.88,2025-12-19,112,172.00,Call,17.05,180.00,Call,13,176.05,1.25%,3.95,4.05,+97.53%,"1.03 to 1",6.42%,47.7%
PLTR,156.26,2025-12-19,112,150.00,Call,23.5,170.00,Call,14.4,159.1,1.82%,10.9,9.1,+119.78%,"0.83 to 1",14.30%,47.7%
NVDA,173.88,2026-01-16,140,165.00,Call,22.9,188.00,Call,11.55,176.35,1.42%,11.65,11.35,+102.64%,"0.97 to 1",6.42%,47.7%
SOUN,12.95,2026-01-16,140,12.00,Call,2.93,16.00,Call,1.6,13.33,2.93%,2.67,1.33,+200.75%,"0.50 to 1",14.06%,47.6%
GAP,22.1,2025-12-19,112,21.00,Call,2.87,24.00,Call,1.44,22.43,1.49%,1.57,1.43,+109.79%,"0.91 to 1",5.94%,47.6%
APA,23.33,2026-01-16,140,22.50,Call,2.83,25.00,Call,1.66,23.67,1.46%,1.33,1.17,+113.68%,"0.88 to 1",10.60%,47.6%
BABA,136.4,2025-12-19,112,130.00,Call,15.9,150.00,Call,7.65,138.25,1.36%,11.75,8.25,+142.42%,"0.70 to 1",24.24%,47.6%
NVDA,173.88,2026-01-16,140,171.00,Call,19.45,182.00,Call,14,176.45,1.48%,5.55,5.45,+101.84%,"0.98 to 1",6.42%,47.6%
SNOW,236.99,2025-11-21,84,230.00,Call,23.65,250.00,Call,13.85,239.8,1.19%,10.2,9.8,+104.08%,"0.96 to 1",10.15%,47.6%
INTC,24.44,2026-01-16,140,24.00,Call,3.2,26.00,Call,2.33,24.87,1.76%,1.13,0.87,+129.89%,"0.77 to 1",7.21%,47.6%
AMZN,228.52,2025-12-19,112,220.00,Call,21,240.00,Call,10.25,230.75,0.98%,9.25,10.75,+86.05%,"1.16 to 1",1.48%,47.5%
NVDA,173.88,2026-01-16,140,160.00,Call,26,194.00,Call,9.5,176.5,1.51%,17.5,16.5,+106.06%,"0.94 to 1",6.42%,47.5%
NVDA,173.88,2026-01-16,140,170.00,Call,20.05,183.00,Call,13.55,176.5,1.51%,6.5,6.5,+100.00%,"1.00 to 1",6.42%,47.5%
NVDA,173.88,2026-01-16,140,173.00,Call,18.4,180.00,Call,14.9,176.5,1.51%,3.5,3.5,+100.00%,"1.00 to 1",6.42%,47.5%
LYFT,15.93,2026-01-16,140,15.00,Call,2.67,18.00,Call,1.41,16.26,2.07%,1.74,1.26,+138.10%,"0.72 to 1",4.77%,47.5%
TSLA,334.18,2026-01-16,140,320.00,Call,51.8,370.00,Call,30.9,340.9,2.01%,29.1,20.9,+139.23%,"0.72 to 1",1.88%,47.5%
UNH,305.05,2025-12-19,112,300.00,Call,27.95,320.00,Call,18.9,309.05,1.31%,10.95,9.05,+120.99%,"0.83 to 1",23.56%,47.5%
ASPI,9.22,2025-12-19,112,9.00,Call,2.2,10.00,Call,1.65,9.55,3.58%,0.45,0.55,+81.82%,"1.22 to 1",12.72%,47.5%
AG,9.23,2026-01-16,140,9.00,Call,1.41,10.00,Call,0.98,9.43,2.17%,0.57,0.43,+132.56%,"0.75 to 1",19.35%,47.5%
OPEN,4.39,2026-01-16,140,4.00,Call,1.82,7.00,Call,1.14,4.68,6.61%,2.32,0.68,+341.18%,"0.29 to 1",19.76%,47.4%
NVDA,173.88,2025-12-19,112,168.00,Call,19.25,185.00,Call,10.9,176.35,1.42%,8.65,8.35,+103.59%,"0.97 to 1",6.42%,47.4%
BABA,136.4,2025-11-21,84,130.00,Call,14.3,150.00,Call,6.15,138.15,1.28%,11.85,8.15,+145.40%,"0.69 to 1",24.24%,47.4%
BIDU,95.95,2025-12-19,112,95.00,Call,9.5,100.00,Call,7.2,97.3,1.41%,2.7,2.3,+117.39%,"0.85 to 1",22.85%,47.4%
SOFI,25.5,2026-01-16,140,23.00,Call,5.4,31.00,Call,2.24,26.16,2.59%,4.84,3.16,+153.17%,"0.65 to 1",18.31%,47.4%
INTC,24.44,2025-12-19,112,24.00,Call,2.9,26.00,Call,2.04,24.86,1.72%,1.14,0.86,+132.56%,"0.75 to 1",7.21%,47.4%
AMZN,228.52,2025-11-21,84,220.00,Call,19,240.00,Call,8.35,230.65,0.93%,9.35,10.65,+87.79%,"1.14 to 1",1.48%,47.3%
NVDA,173.88,2025-12-19,112,172.00,Call,17.05,181.00,Call,12.55,176.5,1.51%,4.5,4.5,+100.00%,"1.00 to 1",6.42%,47.3%
NVDA,173.88,2025-12-19,112,173.00,Call,16.5,180.00,Call,13,176.5,1.51%,3.5,3.5,+100.00%,"1.00 to 1",6.42%,47.3%
NVDA,173.88,2026-01-16,140,169.00,Call,20.55,185.00,Call,12.75,176.8,1.68%,8.2,7.8,+105.13%,"0.95 to 1",6.42%,47.2%
UNH,305.05,2025-11-21,84,300.00,Call,25.45,320.00,Call,16.45,309,1.29%,11,9,+122.22%,"0.82 to 1",23.56%,47.2%
GOOG,212.4,2026-01-16,140,210.00,Call,18.55,220.00,Call,13.4,215.15,1.29%,4.85,5.15,+94.17%,"1.06 to 1",23.15%,47.2%
AG,9.23,2025-12-19,112,9.00,Call,1.27,10.00,Call,0.84,9.43,2.17%,0.57,0.43,+132.56%,"0.75 to 1",19.35%,47.2%
NVDA,173.88,2026-01-16,140,160.00,Call,26,195.00,Call,9.15,176.85,1.71%,18.15,16.85,+107.72%,"0.93 to 1",6.42%,47.2%
TSLA,334.18,2025-11-21,84,325.00,Call,39.1,360.00,Call,24.05,340.05,1.76%,19.95,15.05,+132.56%,"0.75 to 1",1.88%,47.2%
BABA,136.4,2026-01-16,140,130.00,Call,17.5,150.00,Call,8.75,138.75,1.72%,11.25,8.75,+128.57%,"0.78 to 1",24.24%,47.2%
NVDA,173.88,2026-01-16,140,171.00,Call,19.45,183.00,Call,13.55,176.9,1.74%,6.1,5.9,+103.39%,"0.97 to 1",6.42%,47.2%
UEC,10.59,2026-01-16,140,10.00,Call,2.1,12.00,Call,1.2,10.9,2.93%,1.1,0.9,+122.22%,"0.82 to 1",64.87%,47.1%
NVDA,173.88,2025-12-19,112,165.00,Call,21.05,189.00,Call,9.4,176.65,1.59%,12.35,11.65,+106.01%,"0.94 to 1",6.42%,47.1%
NVDA,173.88,2026-01-16,140,173.00,Call,18.4,181.00,Call,14.45,176.95,1.77%,4.05,3.95,+102.53%,"0.98 to 1",6.42%,47.1%
INTC,24.44,2025-11-21,84,24.00,Call,2.59,26.00,Call,1.73,24.86,1.72%,1.14,0.86,+132.56%,"0.75 to 1",7.21%,47.1%
PLTR,156.26,2025-11-21,84,155.00,Call,18.65,165.00,Call,14.1,159.55,2.11%,5.45,4.55,+119.78%,"0.83 to 1",14.30%,47.0%
NVDA,173.88,2026-01-16,140,165.00,Call,22.9,190.00,Call,10.85,177.05,1.82%,12.95,12.05,+107.47%,"0.93 to 1",6.42%,47.0%
S,18.5,2026-01-16,140,18.00,Call,2.5,20.00,Call,1.6,18.9,2.16%,1.1,0.9,+122.22%,"0.82 to 1",12.30%,47.0%
NVDA,173.88,2025-12-19,112,169.00,Call,18.75,185.00,Call,10.9,176.85,1.71%,8.15,7.85,+103.82%,"0.96 to 1",6.42%,46.9%
TSLA,334.18,2026-01-16,140,330.00,Call,46.85,360.00,Call,34.3,342.55,2.50%,17.45,12.55,+139.04%,"0.72 to 1",1.88%,46.9%
XOM,114.48,2025-11-21,84,110.00,Call,7.8,120.00,Call,2.37,115.43,0.83%,4.57,5.43,+84.16%,"1.19 to 1",3.71%,46.9%
INTC,24.44,2026-01-16,140,23.00,Call,3.7,28.00,Call,1.71,24.99,2.25%,3.01,1.99,+151.26%,"0.66 to 1",7.21%,46.9%
BAC,50.84,2025-11-21,84,50.00,Call,3.05,52.50,Call,1.73,51.32,0.94%,1.18,1.32,+89.39%,"1.12 to 1",6.56%,46.9%
NVDA,173.88,2026-01-16,140,169.00,Call,20.55,186.00,Call,12.35,177.2,1.91%,8.8,8.2,+107.32%,"0.93 to 1",6.42%,46.9%
TSLA,334.18,2025-11-21,84,330.00,Call,36.55,355.00,Call,25.8,340.75,1.97%,14.25,10.75,+132.56%,"0.75 to 1",1.88%,46.9%
AFRM,88.57,2026-01-16,140,85.00,Call,15.1,100.00,Call,8.9,91.2,2.97%,8.8,6.2,+141.94%,"0.70 to 1",7.79%,46.9%
NVDA,173.88,2025-12-19,112,172.00,Call,17.05,182.00,Call,12.15,176.9,1.74%,5.1,4.9,+104.08%,"0.96 to 1",6.42%,46.9%
NVDA,173.88,2025-12-19,112,173.00,Call,16.5,181.00,Call,12.55,176.95,1.77%,4.05,3.95,+102.53%,"0.98 to 1",6.42%,46.8%
META,738.97,2025-12-19,112,700.00,Call,78.3,800.00,Call,28.9,749.4,1.41%,50.6,49.4,+102.43%,"0.98 to 1",2.71%,46.8%
IQ,2.62,2026-01-16,140,2.50,Call,0.47,3.00,Call,0.27,2.7,3.05%,0.3,0.2,+150.00%,"0.67 to 1",5.33%,46.8%
NVDA,173.88,2026-01-16,140,170.00,Call,20.05,185.00,Call,12.75,177.3,1.97%,7.7,7.3,+105.48%,"0.95 to 1",6.42%,46.8%
NVDA,173.88,2025-12-19,112,165.00,Call,21.05,190.00,Call,9.05,177,1.79%,13,12,+108.33%,"0.92 to 1",6.42%,46.8%
GOOGL,211.67,2026-01-16,140,200.00,Call,24.2,230.00,Call,9.3,214.9,1.53%,15.1,14.9,+101.34%,"0.99 to 1",24.06%,46.7%
HOOD,103.11,2026-01-16,140,100.00,Call,18.25,115.00,Call,11.8,106.45,3.24%,8.55,6.45,+132.56%,"0.75 to 1",19.01%,46.7%
NVDA,173.88,2026-01-16,140,173.00,Call,18.4,182.00,Call,14,177.4,2.02%,4.6,4.4,+104.55%,"0.96 to 1",6.42%,46.7%
NVDA,173.88,2025-12-19,112,166.00,Call,20.5,189.00,Call,9.4,177.1,1.85%,11.9,11.1,+107.21%,"0.93 to 1",6.42%,46.7%
TIGR,12.57,2026-01-16,140,12.00,Call,2.45,15.00,Call,1.42,13.03,3.66%,1.97,1.03,+191.26%,"0.52 to 1",17.39%,46.6%
GOOGL,211.67,2026-01-16,140,210.00,Call,18.15,220.00,Call,13.15,215,1.57%,5,5,+100.00%,"1.00 to 1",24.06%,46.6%
APLD,15.9,2026-01-16,140,15.00,Call,4.05,20.00,Call,2.36,16.69,4.97%,3.31,1.69,+195.86%,"0.51 to 1",2.83%,46.6%
IQ,2.62,2025-12-19,112,2.50,Call,0.44,3.00,Call,0.24,2.7,3.05%,0.3,0.2,+150.00%,"0.67 to 1",5.33%,46.6%
